Name	SRR847690	SRR847691	SRR847692	SRR847693	SRR847694	SRR847695	SRR847696	SRR847697	SRR847698	SRR847699	SRR847700	SRR847701
Rfpl4	0	0	0	0	0	0	0	0	0	0	0	0
Rfpl4b	0	0	0	0	0	0	0	0	0	0	0	0
Rgag1	0	0	0	0	0	0	0	0	0	0	0	0
Rgl3	0	0	0	0	0	0	0	0	0	0	0	0
Rgma	0	0	0	0	0	0	0	0	0	0	0	0
Rgn	0	0	0	0	0	0	0	0	0	0	0	0
Rgr	0	0	0	0	0	0	0	0	0	0	0	0
Rgs1	0	0	0	0	0	0	0	0	0	0	0	0
Rgs13	0	0	0	0	0	0	0	0	0	0	0	0
Rgs18	0	0	0	0	0	0	0	0	0	0	0	0
Rgs2	0	0	0	0	0	0	0	0	0	0	0	0
Rgs21	0	0	0	0	0	0	0	0	0	0	0	0
Rgs22	0	0	0	0	0	0	0	0	0	0	0	0
Rgs4	0	0	0	0	0	0	0	0	0	0	0	0
Rgs7	0	0	0	0	0	0	0	0	0	0	0	0
Rgs7bp	0	0	0	0	0	0	0	0	0	0	0	0
Rgsl1	0	0	0	0	0	0	0	0	0	0	0	0
Rhag	0	0	0	0	0	0	0	0	0	0	0	0
Rhbdl2	0	0	0	0	0	0	0	0	0	0	0	0
Rhoay-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rhoay-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rhoay-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rhox11	0	0	0	0	0	0	0	0	0	0	0	0
Rhox12	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2a	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2b	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2c	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2d	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2e	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2f	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2g	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2h	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3a	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3b	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3c	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3e	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3f	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3g-ps	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3h	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3-ps	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4a	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4b	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4c	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4d	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4e	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4f	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4g	0	0	0	0	0	0	0	0	0	0	0	0
Rhox7	0	0	0	0	0	0	0	0	0	0	0	0
Rhox8	0	0	0	0	0	0	0	0	0	0	0	0
Ribc2	0	0	0	0	0	0	0	0	0	0	0	0
Riiad1	0	0	0	0	0	0	0	0	0	0	0	0
Rimbp2	0	0	0	0	0	0	0	0	0	0	0	0
Rims1	0	0	0	0	0	0	0	0	0	0	0	0
Rims4	0	0	0	0	0	0	0	0	0	0	0	0
Ripply2	0	0	0	0	0	0	0	0	0	0	0	0
Rit2	0	0	0	0	0	0	0	0	0	0	0	0
Rltpr	0	0	0	0	0	0	0	0	0	0	0	0
Rmst	0	0	0	0	0	0	0	0	0	0	0	0
Rn18s	0	0	0	0	0	0	0	0	0	0	0	0
Rn4.5s-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rn4.5s-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rn5s	0	0	0	0	0	0	0	0	0	0	0	0
Rn5s-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rnase10	0	0	0	0	0	0	0	0	0	0	0	0
Rnase11	0	0	0	0	0	0	0	0	0	0	0	0
Rnase12	0	0	0	0	0	0	0	0	0	0	0	0
Rnase13	0	0	0	0	0	0	0	0	0	0	0	0
Rnase6	0	0	0	0	0	0	0	0	0	0	0	0
Rnase9	0	0	0	0	0	0	0	0	0	0	0	0
Rnf148	0	0	0	0	0	0	0	0	0	0	0	0
Rnf186	0	0	0	0	0	0	0	0	0	0	0	0
Rnf212	0	0	0	0	0	0	0	0	0	0	0	0
Rnu1a1	0	0	0	0	0	0	0	0	0	0	0	0
Rnu1b1	0	0	0	0	0	0	0	0	0	0	0	0
Rnu1b6	0	0	0	0	0	0	0	0	0	0	0	0
Rnu3b1	0	0	0	0	0	0	0	0	0	0	0	0
Rnu3b2	0	0	0	0	0	0	0	0	0	0	0	0
Rnu3b3	0	0	0	0	0	0	0	0	0	0	0	0
Rnu3b4	0	0	0	0	0	0	0	0	0	0	0	0
Rnu3b-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rnu5g	0	0	0	0	0	0	0	0	0	0	0	0
Rnu6	0	0	0	0	0	0	0	0	0	0	0	0
Rnu73a	0	0	0	0	0	0	0	0	0	0	0	0
Rnu73b	0	0	0	0	0	0	0	0	0	0	0	0
Rnu7-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rny1	0	0	0	0	0	0	0	0	0	0	0	0
Robo2	0	0	0	0	0	0	0	0	0	0	0	0
Ropn1	0	0	0	0	0	0	0	0	0	0	0	0
Rorb	0	0	0	0	0	0	0	0	0	0	0	0
Rorc	0	0	0	0	0	0	0	0	0	0	0	0
Ros1	0	0	0	0	0	0	0	0	0	0	0	0
Rp1	0	0	0	0	0	0	0	0	0	0	0	0
Rp1l1	0	0	0	0	0	0	0	0	0	0	0	0
Rpe65	0	0	0	0	0	0	0	0	0	0	0	0
Rph3a	0	0	0	0	0	0	0	0	0	0	0	0
Rph3al	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10a-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10a-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl12-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl12-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpl14-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl15-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl15-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl15-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl17-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl17-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpl18a-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl18a-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl18a-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl18a-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl18-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl19-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl19-ps10	0	0	0	0	0	0	0	0	0	0	0	0
Rpl19-ps12	0	0	0	0	0	0	0	0	0	0	0	0
Rpl19-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl19-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl19-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl19-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpl19-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Rpl19-ps7	0	0	0	0	0	0	0	0	0	0	0	0
Rpl19-ps8	0	0	0	0	0	0	0	0	0	0	0	0
Rpl19-ps9	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps10	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps11	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps12	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps13	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps14	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps15	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps7	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps8	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps9	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps10	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps11	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps12	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps13	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps7	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps8	0	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps9	0	0	0	0	0	0	0	0	0	0	0	0
Rpl26-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl26-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl26-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl26-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpl26-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Rpl27a-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl27a-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl27a-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl27-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl27-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl27-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl28-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl28-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl28-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl28-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl29-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl29-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl29-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl29-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpl29-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Rpl30-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl30-ps11	0	0	0	0	0	0	0	0	0	0	0	0
Rpl30-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl30-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl30-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpl30-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Rpl30-ps7	0	0	0	0	0	0	0	0	0	0	0	0
Rpl30-ps8	0	0	0	0	0	0	0	0	0	0	0	0
Rpl30-ps9	0	0	0	0	0	0	0	0	0	0	0	0
Rpl31-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl31-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl31-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl31-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl31-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpl31-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Rpl32-ps	0	0	0	0	0	0	0	0	0	0	0	0
Rpl35a-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl35a-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl35a-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl35a-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpl35a-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Rpl35-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36a-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36a-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36a-rs8	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36-ps10	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36-ps7	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36-ps8	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36-ps9	0	0	0	0	0	0	0	0	0	0	0	0
Rpl37a-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl37-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl38-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl3-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl48-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl5-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a-ps10	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a-ps11	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a-ps13	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a-ps8	0	0	0	0	0	0	0	0	0	0	0	0
Rpl7a-ps9	0	0	0	0	0	0	0	0	0	0	0	0
Rpl9-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpl9-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpl9-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpl9-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpl9-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpl9-ps8	0	0	0	0	0	0	0	0	0	0	0	0
Rplp0-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rplp1-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rplp2-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rprml	0	0	0	0	0	0	0	0	0	0	0	0
Rps12-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rps12-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rps12-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rps12-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rps12-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rps12-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Rps12-ps7	0	0	0	0	0	0	0	0	0	0	0	0
Rps16-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rps16-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rps17-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rps18-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rps18-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rps18-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rps19-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rps19-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rps24-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rps26-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rps27a-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rps27a-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rps2-ps10	0	0	0	0	0	0	0	0	0	0	0	0
Rps2-ps11	0	0	0	0	0	0	0	0	0	0	0	0
Rps2-ps12	0	0	0	0	0	0	0	0	0	0	0	0
Rps2-ps13	0	0	0	0	0	0	0	0	0	0	0	0
Rps2-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rps2-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rps2-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rps2-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rps2-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Rps2-ps7	0	0	0	0	0	0	0	0	0	0	0	0
Rps2-ps8	0	0	0	0	0	0	0	0	0	0	0	0
Rps2-ps9	0	0	0	0	0	0	0	0	0	0	0	0
Rps6-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rps6-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rps6-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rps7-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rps7-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rps8-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rps8-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa-ps10	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa-ps11	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa-ps12	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa-ps3	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa-ps4	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa-ps5	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa-ps7	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa-ps8	0	0	0	0	0	0	0	0	0	0	0	0
Rpsa-ps9	0	0	0	0	0	0	0	0	0	0	0	0
Rptn	0	0	0	0	0	0	0	0	0	0	0	0
Rrad	0	0	0	0	0	0	0	0	0	0	0	0
Rrh	0	0	0	0	0	0	0	0	0	0	0	0
Rsad2	0	0	0	0	0	0	0	0	0	0	0	0
Rsc1a1	0	0	0	0	0	0	0	0	0	0	0	0
Rsph10b2	0	0	0	0	0	0	0	0	0	0	0	0
Rtbdn	0	0	0	0	0	0	0	0	0	0	0	0
Rtn4r	0	0	0	0	0	0	0	0	0	0	0	0
Rtn4rl2	0	0	0	0	0	0	0	0	0	0	0	0
Rtp1	0	0	0	0	0	0	0	0	0	0	0	0
Rtp4	0	0	0	0	0	0	0	0	0	0	0	0
Runx2	0	0	0	0	0	0	0	0	0	0	0	0
Rxfp3	0	0	0	0	0	0	0	0	0	0	0	0
Rxfp4	0	0	0	0	0	0	0	0	0	0	0	0
Rxrg	0	0	0	0	0	0	0	0	0	0	0	0
Rya3	0	0	0	0	0	0	0	0	0	0	0	0
S100a11	0	0	0	0	0	0	0	0	0	0	0	0
S100a2	0	0	0	0	0	0	0	0	0	0	0	0
S100a3	0	0	0	0	0	0	0	0	0	0	0	0
S100a4	0	0	0	0	0	0	0	0	0	0	0	0
S100a5	0	0	0	0	0	0	0	0	0	0	0	0
S100a7a	0	0	0	0	0	0	0	0	0	0	0	0
S100a8	0	0	0	0	0	0	0	0	0	0	0	0
S100a9	0	0	0	0	0	0	0	0	0	0	0	0
S100b	0	0	0	0	0	0	0	0	0	0	0	0
S100g	0	0	0	0	0	0	0	0	0	0	0	0
S100z	0	0	0	0	0	0	0	0	0	0	0	0
S1pr3	0	0	0	0	0	0	0	0	0	0	0	0
Saa1	0	0	0	0	0	0	0	0	0	0	0	0
Saa2	0	0	0	0	0	0	0	0	0	0	0	0
Saa3	0	0	0	0	0	0	0	0	0	0	0	0
Saa4	0	0	0	0	0	0	0	0	0	0	0	0
Sag	0	0	0	0	0	0	0	0	0	0	0	0
Samd13	0	0	0	0	0	0	0	0	0	0	0	0
Samd15	0	0	0	0	0	0	0	0	0	0	0	0
Samd3	0	0	0	0	0	0	0	0	0	0	0	0
Samd7	0	0	0	0	0	0	0	0	0	0	0	0
Samsn1	0	0	0	0	0	0	0	0	0	0	0	0
Sardh	0	0	0	0	0	0	0	0	0	0	0	0
Sash3	0	0	0	0	0	0	0	0	0	0	0	0
Satl1	0	0	0	0	0	0	0	0	0	0	0	0
Sbk2	0	0	0	0	0	0	0	0	0	0	0	0
Sbp	0	0	0	0	0	0	0	0	0	0	0	0
Sbpl	0	0	0	0	0	0	0	0	0	0	0	0
Scarna9	0	0	0	0	0	0	0	0	0	0	0	0
Scd4	0	0	0	0	0	0	0	0	0	0	0	0
Scel	0	0	0	0	0	0	0	0	0	0	0	0
Scg2	0	0	0	0	0	0	0	0	0	0	0	0
Scgb1a1	0	0	0	0	0	0	0	0	0	0	0	0
Scgb1c1	0	0	0	0	0	0	0	0	0	0	0	0
Scgb2a2	0	0	0	0	0	0	0	0	0	0	0	0
Scgb2b1-ps	0	0	0	0	0	0	0	0	0	0	0	0
Scgb3a2	0	0	0	0	0	0	0	0	0	0	0	0
Scgn	0	0	0	0	0	0	0	0	0	0	0	0
Scml1	0	0	0	0	0	0	0	0	0	0	0	0
Scn10a	0	0	0	0	0	0	0	0	0	0	0	0
Scn11a	0	0	0	0	0	0	0	0	0	0	0	0
Scn4b	0	0	0	0	0	0	0	0	0	0	0	0
Scn5a	0	0	0	0	0	0	0	0	0	0	0	0
Scnn1a	0	0	0	0	0	0	0	0	0	0	0	0
Scnn1b	0	0	0	0	0	0	0	0	0	0	0	0
Scnn1d	0	0	0	0	0	0	0	0	0	0	0	0
Scnn1g	0	0	0	0	0	0	0	0	0	0	0	0
Scp2-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Scp2-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Scpppq1	0	0	0	0	0	0	0	0	0	0	0	0
Scrg1	0	0	0	0	0	0	0	0	0	0	0	0
Scrt1	0	0	0	0	0	0	0	0	0	0	0	0
Sctr	0	0	0	0	0	0	0	0	0	0	0	0
Scx	0	0	0	0	0	0	0	0	0	0	0	0
Sdpr	0	0	0	0	0	0	0	0	0	0	0	0
Sdr16c5	0	0	0	0	0	0	0	0	0	0	0	0
Sdr16c6	0	0	0	0	0	0	0	0	0	0	0	0
Sdr42e1	0	0	0	0	0	0	0	0	0	0	0	0
Sdr9c7	0	0	0	0	0	0	0	0	0	0	0	0
Sec14l3	0	0	0	0	0	0	0	0	0	0	0	0
Sec16b	0	0	0	0	0	0	0	0	0	0	0	0
Sectm1a	0	0	0	0	0	0	0	0	0	0	0	0
Sectm1b	0	0	0	0	0	0	0	0	0	0	0	0
Sel1l2	0	0	0	0	0	0	0	0	0	0	0	0
Selenbp2	0	0	0	0	0	0	0	0	0	0	0	0
Selp	0	0	0	0	0	0	0	0	0	0	0	0
Sema3g	0	0	0	0	0	0	0	0	0	0	0	0
Sema6b	0	0	0	0	0	0	0	0	0	0	0	0
Sema6d	0	0	0	0	0	0	0	0	0	0	0	0
Sept12	0	0	0	0	0	0	0	0	0	0	0	0
Sept14	0	0	0	0	0	0	0	0	0	0	0	0
Sept5	0	0	0	0	0	0	0	0	0	0	0	0
Serinc2	0	0	0	0	0	0	0	0	0	0	0	0
Serpina10	0	0	0	0	0	0	0	0	0	0	0	0
Serpina11	0	0	0	0	0	0	0	0	0	0	0	0
Serpina12	0	0	0	0	0	0	0	0	0	0	0	0
Serpina1a	0	0	0	0	0	0	0	0	0	0	0	0
Serpina1b	0	0	0	0	0	0	0	0	0	0	0	0
Serpina1c	0	0	0	0	0	0	0	0	0	0	0	0
Serpina1d	0	0	0	0	0	0	0	0	0	0	0	0
Serpina1e	0	0	0	0	0	0	0	0	0	0	0	0
Serpina1f	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3a	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3b	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3c	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3d-ps	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3e-ps	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3f	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3g	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3h	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3i	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3j	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3k	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3l-ps	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3m	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3n	0	0	0	0	0	0	0	0	0	0	0	0
Serpina4-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Serpina5	0	0	0	0	0	0	0	0	0	0	0	0
Serpina6	0	0	0	0	0	0	0	0	0	0	0	0
Serpina9	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb10-ps	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb11	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb12	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb13	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb1b	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb1c	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb1-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb2	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb3c	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb5	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb6d	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb6e	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb7	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb8	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb9c	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb9d	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb9e	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb9f	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb9g	0	0	0	0	0	0	0	0	0	0	0	0
Serpinc1	0	0	0	0	0	0	0	0	0	0	0	0
Serpine3	0	0	0	0	0	0	0	0	0	0	0	0
